6*6;r2;012,331,134
6*6;r2;012,000,341,214,134
6*6;r2;012,301,351,331,135,000,024,204
6*6;r2;012,301,330,133,115,223,254
6*6;r2;012,332,342,351,204,230,223,000,011,003,125
6*6;r2;012,301,330,340,113,010,024,045,204,250,252
6*6;r2;012,113,120,351,200,231,242,224,005,034,035
6*6;r2;012,301,343,210,231,252,224,254,040,020,041,113
6*6;r2;012,331,352,013,035,214
6*6;r2;002,210,240,250,231,234,253,020,033
6*6;r2;002,001,003,004,005,043,220,230,240,224,350,135,134
6*6;r2;022,000,031,005,034,023,202,212,252,242,220,224
6*6;r2;012,133,135,330,302,000,001,014,220
6*6;r2;002,114,003,030,210,220,241,243
6*6;r2;002,351,135,110,044,011,200,222,232,224
6*6;r2;022,312,341,351,000,001,021,040,044,045,005,223,233
6*6;r2;002,200,110,011,031,003,222,104,105,333,244,254
6*6;r2;012,301,330,115,133,010,223,254
6*6;r2;012,302,351,113,000,001,044,045,015,030,220,234
6*6;r2;032,303,350,000,020,015,033,044,045,213,223,234,240
6*6;r2;002,000,003,025,320,330,204,350
6*6;r2;032,211,213,222,224,234,000,005,031,033,044,302,351
6*6;r2;012,200,220,242,252,214,203,013,024,041,130,125,331
6*6;r2;002,240,250,244,253,204,221,003,023,014,100,115,330
6*6;r2;012,231,223,234,030,011,033,015,045,204,301,100,350
6*6;r2;002,200,220,030,241,222,352,003,033,104,234,015,045
6*6;r2;032,200,110,240,250,111,322,252,003,233,044,105
6*6;r2;032,000,030,350,101,222,003,043,104,234,005,045
6*6;r2;022,100,230,340,250,011,302,252,223,134,005,025
6*6;r2;002,220,130,031,251,222,332,003,243,253,204,014,035
6*6;r2;012,200,110,240,350,111,332,003,223,044,105
6*6;r2;002,120,350,321,031,043,104,105,234,244
6*6;r2;032,200,310,220,040,031,351,003,223,234,044,015,045
6*6;r2;022,200,310,230,040,241,251,003,233,253,204,224,135
6*6;r2;012,300,210,130,231,341,351,113,224,035
6*6;r2;022,300,210,020,040,351,003,223,033,234,044,005
6*6;r2;002,220,130,331,041,203,213,043,034,254,115
6*6;r2;012,300,230,040,241,351,232,103,214,224,044
6*6;r2;012,300,210,120,231,241,352,003,033,224,034,005
6*6;r2;012,200,220,030,350,031,202,232,043,014,234,015,045
6*6;r2;012,220,230,201,041,232,242,252,003,223,034,005,135
6*6;r2;012,220,130,331,041,202,213,043,204,024,254,115
6*6;r2;002,200,010,340,111,222,232,043,104,254,125
6*6;r2;012,010,330,241,302,223,133,034,254,115
6*6;r2;012,300,220,130,231,003,033,353,005,035
6*6;r2;002,200,110,340,111,222,043,104,234,254,005
6*6;r2;002,100,321,231,041,203,213,033,353,124,005,025
6*6;r2;002,110,340,221,252,203,013,033,014,234,254,105
6*6;r2;012,200,210,130,231,341,251,202,113,224,254,035
6*6;r2;022,010,040,011,031,351,212,242,023,224,234,044,005
6*6;r2;012,300,210,220,030,350,231,241,223,233,043,115
6*6;r2;012,000,220,330,301,113,104,105,244,254
6*6;r2;002,210,040,221,241,251,003,223,033,353,204,034,125
6*6;r2;032,300,010,230,240,211,351,103,224,234,044,005,045
6*6;r2;022,000,220,340,350,301,211,113,234,044,005,045
6*6;r2;002,120,250,321,231,242,003,253,204,214,124,025,045
6*6;r2;002,320,130,231,041,203,213,033,353,124,005,035
6*6;r2;002,200,010,330,221,241,213,223,133,034,254,035
6*6;r2;002,200,110,331,041,222,213,043,024,244,254,115
6*6;r2;032,120,350,221,031,233,043,224,044,135
6*6;r2;002,200,020,340,111,222,233,043,104,254,125
6*6;r2;012,300,210,020,040,341,351,003,223,233,044,015,035
6*6;r2;022,300,210,120,250,241,252,223,033,234,044,105
6*6;r2;012,210,130,231,341,302,352,023,224,034,005,035
6*6;r2;002,210,020,040,041,342,352,303,113,224,234,045
6*6;r2;002,200,020,240,250,221,332,242,352,103,104,135
6*6;r2;002,320,030,232,352,103,204,014,234,244,015
6*6;r2;022,300,110,040,021,351,213,123,224,234,044,005
6*6;r2;002,020,040,221,031,251,203,233,043,014,244,254,115
6*6;r2;022,000,220,030,350,001,341,303,113,234,044,015,045
6*6;r2;012,220,130,231,351,003,223,033,204,214,044,025
6*6;r2;012,100,230,001,241,302,232,223,043,034,254,125
6*6;r2;002,210,320,030,350,203,013,043,014,234,244,105
6*6;r2;032,300,010,240,350,211,221,103,224,234,044,005,045
6*6;r2;022,000,230,240,350,201,211,003,323,233,044,005,045
6*6;r2;012,200,110,231,241,351,103,233,224,044,005,035
6*6;r2;002,200,130,011,231,351,222,033,224,044,135
6*6;r2;032,010,230,240,350,201,003,223,233,204,044,115,211
6*6;r2;002,000,320,030,231,351,013,033,204,234,015
6*6;r2;012,300,210,020,040,231,041,352,103,224,034,005
6*6;r2;022,000,220,250,201,242,252,103,333,224,044,005
6*6;r2;012,210,020,040,301,231,041,342,352,113,224,035
6*6;r2;002,210,020,040,221,031,351,303,013,233,014,115
6*6;r2;022,300,210,020,040,021,341,351,103,233,224,044,035
6*6;r2;002,200,010,030,322,231,351,033,105,234,044
6*6;r2;012,100,350,201,011,232,003,323,134,135
6*6;r2;002,000,220,030,031,251,222,303,043,014,234,254,015
6*6;r2;002,320,030,350,231,241,203,013,033,014,234,105
6*6;r2;002,100,230,240,350,221,003,223,214,034,125
6*6;r2;002,100,221,031,351,332,303,013,044,115
6*6;r2;002,200,030,350,241,322,213,133,204,234,044,015
6*6;r2;022,300,010,030,250,241,252,123,224,234,044,045
6*6;r2;002,000,220,030,250,031,222,232,303,043,014,254,015
6*6;r2;002,210,120,250,321,231,241,352,003,204,034,135
6*6;r2;032,010,240,350,321,202,333,043,014,015
6*6;r2;012,230,240,250,011,232,203,013,043,224,034,254,005
6*6;r2;012,300,210,020,231,241,351,003,223,033,044,025,045
6*6;r2;002,000,220,030,001,341,251,303,113,234,015,045
6*6;r2;032,100,230,350,001,321,203,043,234,015,045
6*6;r2;032,100,350,201,222,003,233,214,224,044,135
